,Source Account,Tweet Text,Tweet Date,Compound Score,Positive Score,Neutral Score,Negative Score
22,CBS,"We apologize for the live streaming issues some users are experiencing on CBS All Access this morning. The issue, a… https://t.co/WNl94H269i",Sun Jan 14 19:12:25 +0000 2018,0.1027,0.065,0.935,0.0
23,CBS,"RT @startrekcbs: There will be lots to discuss after tonight's new #StarTrekDiscovery. Luckily, #AfterTrek has you covered. Join @karterhol…",Sun Jan 14 19:11:33 +0000 2018,0.6705,0.244,0.756,0.0
24,CBS,Don’t miss the AFC Divisional game! Stream the Jacksonville Jaguars at Pittsburgh Steelers LIVE today at 1:05PM ET… https://t.co/uYjgjaa6Oj,Sun Jan 14 14:49:58 +0000 2018,-0.2244,0.0,0.905,0.095
25,CBS,"Today's music stars will be tomorrow's legends. In two weeks, celebrate The 60th Annual #GRAMMYs, Sunday, January 2… https://t.co/feZVWMIKua",Sun Jan 14 12:00:01 +0000 2018,0.5719,0.171,0.829,0.0
26,CBS,Don’t miss the AFC Divisional game! Stream the Tennessee Titans at New England Patriots LIVE tonight at 8:15PM ET w… https://t.co/X34bNfms3j,Sat Jan 13 14:32:07 +0000 2018,-0.2244,0.0,0.914,0.086
27,CBS,Star power makes these commercials instant classics! Vote for your favorite spot now and watch Super Bowl Greatest… https://t.co/DwBhTazToF,Fri Jan 12 21:39:27 +0000 2018,0.8016,0.297,0.703,0.0
28,CBS,Four-time GRAMMY® winner @KeithUrban inspires the next generation of young artists through music education. Because… https://t.co/1a32zReMrn,Fri Jan 12 12:00:05 +0000 2018,0.7717,0.324,0.676,0.0
29,CBS,Here's why @startrekcbs needs to be your next binge: https://t.co/locrpdx0VT #StarTrekDiscovery https://t.co/XOMuprlXzG,Thu Jan 11 20:34:24 +0000 2018,0.0,0.0,1.0,0.0
30,CBS,RT @Elementary_CBS: Your favorite detective duo is back! #Elementary returns April 30 at 10/9c! https://t.co/aG8XiwAd6S,Thu Jan 11 20:31:42 +0000 2018,0.555,0.204,0.796,0.0
31,CBS,"RT @CodeBlackCBS: Return to Angels Memorial on Wednesday, May 2 for season 3 of #CodeBlack. https://t.co/ZmfuQhOwoU",Thu Jan 11 20:31:33 +0000 2018,0.0,0.0,1.0,0.0
32,CBS,#TBT to when @latelateshow's @JKCorden rolled into the 2017 #GRAMMYs! Don't miss him return to host The 60th Annual… https://t.co/CbczcnV3HK,Thu Jan 11 12:00:06 +0000 2018,0.1867,0.084,0.916,0.0
33,CBS,Hosts @7BOOMERESIASON &amp; @DanielaRuah return in Super Bowl Greatest Commercials 2018 pitting man vs. beast! Cast you… https://t.co/bk8OKTblMw,Wed Jan 10 17:15:18 +0000 2018,0.8553,0.344,0.656,0.0
34,CBS,"Music's Biggest Night® just got bigger with epic performances by @BrunoMars with @iamcardib, @KeshaRose, @sza and m… https://t.co/rCWrP6PihR",Wed Jan 10 14:44:59 +0000 2018,0.0,0.0,1.0,0.0
35,CBS,RT @BullCBS: Dr. #Bull's latest case could change the way Psychologists work. Don't miss tonight's new episode at 9/8c on CBS! https://t.co…,Tue Jan 09 19:30:28 +0000 2018,0.1867,0.076,0.924,0.0
36,CBS,"?@Prince pushed the envelope and never settled for ordinary.

Celebrate the greatest artists in music history at Th… https://t.co/GPZ9YgK1tH",Tue Jan 09 19:27:16 +0000 2018,0.836,0.317,0.683,0.0
37,CBS,RT @AmazingRaceCBS: This race is just getting started. Catch a new episode of The #AmazingRace tomorrow at 8/7c on CBS! https://t.co/Nab5DC…,Tue Jan 09 18:29:39 +0000 2018,0.0,0.0,1.0,0.0
38,CBS,RT @startrekcbs: #StarTrekDiscovery is back! Episode 10 is now streaming on CBS All Access: https://t.co/xPeb97Rs8J https://t.co/Uvgab7nGgS,Mon Jan 08 18:07:57 +0000 2018,0.0,0.0,1.0,0.0
39,CBS,"New year, new case. Watch the latest episode of #NCISLA now: https://t.co/1rAsX4EsiB https://t.co/QzRZcORK9r",Mon Jan 08 14:34:48 +0000 2018,0.0,0.0,1.0,0.0
40,CBS,RT @AmazingRaceCBS: Which teams are zipping through the first leg of the #AmazingRace? https://t.co/8isAwPyrLY,Mon Jan 08 14:29:20 +0000 2018,0.0,0.0,1.0,0.0
41,CBS,RT @MadamSecretary: Is VP Hurst going to work with or against Elizabeth? Stream a new #MadamSecretary live with CBS All Access: https://t.c…,Mon Jan 08 00:29:51 +0000 2018,0.0,0.0,1.0,0.0
42,CBS,"RT @debrabirnbaum: .@ShawnRyanTV: To me, being on CBS is the opposite of preaching to the choir. #TCA18",Sat Jan 06 20:05:17 +0000 2018,0.0,0.0,1.0,0.0
43,CBS,RT @LivinBiblically: “The truth is it somehow gorgeously straddles both sides...I have had friends come from all different walks of life an…,Sat Jan 06 19:04:08 +0000 2018,0.8271,0.314,0.686,0.0
44,CBS,RT @instinctcbs: “This is a crime show where at the end you’re not reminded of how miserable things are in the world right now…You feel sat…,Sat Jan 06 19:03:38 +0000 2018,-0.7717,0.0,0.774,0.226
45,CBS,"RT @startrekcbs: Star Trek has touched the lives of generations of fans, including the cast and writers of #StarTrekDiscovery. What's your…",Sat Jan 06 00:37:55 +0000 2018,0.0,0.0,1.0,0.0
46,CBS,#StrangeAngel has found its leading man! Jack Reynor will star as famed rocket engineer Jack Parsons in the upcomin… https://t.co/sHkSKABGfd,Sat Jan 06 00:30:53 +0000 2018,0.0,0.0,1.0,0.0
47,CBS,"The streak of new episodes continues! Watch new episodes of #MacGyver, #H50 &amp; #BlueBloods tonight starting at 8/7c.… https://t.co/xs2vbVqBJZ",Fri Jan 05 18:30:42 +0000 2018,0.0,0.0,1.0,0.0
48,CBS,"RT @CBSTweet: #CBSRatingsNews: CBS Sweeps Fourth Quarter Ratings in Daytime, Primetime and Late Night for the First Time Since 2009 https:/…",Fri Jan 05 16:05:58 +0000 2018,0.0,0.0,1.0,0.0
49,CBS,"New year, new episodes! Don't miss all-new episodes of @BigBangTheory, @YoungSheldon, @MomCBS, @LifeInPiecesCBS, an… https://t.co/COf6Qg8Mz1",Thu Jan 04 23:13:02 +0000 2018,0.1867,0.11,0.89,0.0
50,CBS,"Current nominees @LadyGaga, @LittleBigTown, @Pink, Childish Gambino and more will perform live at the #GRAMMYs, Jan… https://t.co/PlLMasNPwD",Thu Jan 04 14:43:09 +0000 2018,-0.296,0.0,0.879,0.121
51,CBS,"RT @startrekcbs: From Airiam to Zefram Cochrane, #StarTrekDiscovery features fascinating new concepts along with classic references. What's…",Wed Jan 03 20:33:09 +0000 2018,0.5423,0.179,0.821,0.0
52,CBS,Torres and Bishop went undercover as a criminal couple on the latest episode of #NCIS. Catch up now:… https://t.co/1iTEneHyJS,Wed Jan 03 19:51:15 +0000 2018,-0.5267,0.0,0.833,0.167
53,CBS,Do you know all the nominees for Artist Of The Year? Get familiar with this year's GRAMMY® Award nominees ahead of… https://t.co/UQa8Mu9PUV,Wed Jan 03 15:00:05 +0000 2018,0.5423,0.143,0.857,0.0
54,CBS,"The new year of new episodes continues tonight with all-new episodes of #AmazingRace, #SEALTeam and #CriminalMinds… https://t.co/bwhNhQgsFC",Wed Jan 03 12:00:01 +0000 2018,0.0,0.0,1.0,0.0
55,CBS,"RT @BullCBS: Tonight, can #Bull prove that a teen accused of robbing a jewelry store isn't responsible for the crime? Tune in at 9/8c or st…",Wed Jan 03 00:47:26 +0000 2018,-0.7692,0.0,0.733,0.267
56,CBS,It's your last chance to choose the pro football player with the best off-the-field talent! Vote now to decide who… https://t.co/6DjwqU0MB9,Tue Jan 02 22:41:51 +0000 2018,0.8516,0.34,0.66,0.0
57,CBS,"New year, new episodes -- all week long! It kicks off with an all-new #NCIS, #Bull and #NCISNOLA tonight starting a… https://t.co/bcmAaUQJtf",Tue Jan 02 08:00:03 +0000 2018,0.0,0.0,1.0,0.0
58,CBS,"Due to #NFL football games overrun, revised start times &amp; lineup for Eastern/Central Time Zones Only:
#60Minutes 8:… https://t.co/rqOYbM5j0h",Mon Jan 01 01:16:12 +0000 2018,0.0,0.0,1.0,0.0
59,CBS,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE (not ava… https://t.co/NEntvW7QHd,Sun Dec 31 14:37:05 +0000 2017,0.7798,0.264,0.736,0.0
60,CBS,"RT @NoActivityCBS: All season nothing's happened. Now prepare for activity. Stream the #NoActivity season finale Sunday, Dec 31 on CBS All…",Sat Dec 30 20:25:20 +0000 2017,0.0,0.0,1.0,0.0
61,CBS,RT @startrekcbs: Find out what happens when you boldly go too far. #StarTrekDiscovery continues January 7 on CBS All Access: https://t.co/f…,Sat Dec 30 20:24:58 +0000 2017,0.3612,0.116,0.884,0.0
62,CBS,Stream NC State Wolfpack at Arizona State Sun Devils LIVE today at 3PM ET with a 1-month FREE trial of… https://t.co/8k50thgtip,Fri Dec 29 16:06:02 +0000 2017,0.0857,0.157,0.699,0.144
63,CBS,"In case you missed this star-studded tribute to Carol Burnett's classic comedy series, catch up now! Watch The Caro… https://t.co/wu7BxM9gtm",Thu Dec 28 20:31:01 +0000 2017,0.1511,0.121,0.783,0.096
64,CBS,Some of TV's biggest stars saluted @TheNormanLear's impact on television and culture at The 40th Annual Kennedy Cen… https://t.co/E74ChUW1uE,Thu Dec 28 19:28:22 +0000 2017,0.0,0.0,1.0,0.0
65,CBS,The search is on to find the pro football player with the best off-the-field talent. Vote for your favorite player… https://t.co/R0fb5ngJ16,Wed Dec 27 22:45:05 +0000 2017,0.875,0.357,0.643,0.0
66,CBS,"Celebrate everyone's favorite classic sitcom with Carol Burnett, Vicki Lawrence, and more stars during The Carol Bu… https://t.co/SaiZ9TzBVO",Wed Dec 27 21:04:10 +0000 2017,0.7717,0.295,0.705,0.0
67,CBS,Joy to the world of streaming! Try #CBSAllAccess FREE for 1 month – just use code BINGE by 1/2:… https://t.co/9p1ACnslz6,Wed Dec 27 19:52:02 +0000 2017,0.8452,0.337,0.663,0.0
68,CBS,"Music legend Stevie Wonder salutes @LionelRichie while performing his classic hit, ""Easy"" at The 40th Annual Kenned… https://t.co/7TeDeNyhgo",Wed Dec 27 19:40:34 +0000 2017,0.0,0.0,1.0,0.0
69,CBS,"As the youngest Kennedy Center Honoree in 40 years, @LLCoolJ talks about what motivates him to chase his dreams. Wa… https://t.co/DFY78y99w3",Wed Dec 27 12:00:01 +0000 2017,0.7003,0.234,0.766,0.0
70,CBS,Here's to the 2017 Kennedy Center Honorees! Catch up on an evening of stunning performances and inspiring speeches… https://t.co/jGfANpSCul,Wed Dec 27 07:27:33 +0000 2017,0.8398,0.36,0.64,0.0
71,CBS,This celebration could go all night long! What a great final performance in honor of @LionelRichie. #KCHonors https://t.co/xKLWpKr3v0,Wed Dec 27 04:00:52 +0000 2017,0.8221,0.336,0.664,0.0
72,CBS,RT @MarkAPrinceJr: A #LionelRichie tribute is not complete without ?All Night Long? ? #KCHonors,Wed Dec 27 03:59:48 +0000 2017,0.0,0.0,1.0,0.0
73,CBS,Carmen de Lavallade (@CarmenDances) got emotional during those beautiful performances in her honor. Congratulations… https://t.co/gOCAZpZDpt,Wed Dec 27 03:36:01 +0000 2017,0.8271,0.42,0.58,0.0
74,CBS,RT @Glamourtunist: This tribute to Carmen de Lavallade at the #KCHonors is so beautiful and well deserved. ??,Wed Dec 27 03:35:29 +0000 2017,0.8103,0.315,0.685,0.0
75,CBS,RT @llcoolj: Attn: #HIPHOP !!!! We made history!! #KCHonors,Wed Dec 27 03:03:49 +0000 2017,0.0,0.0,1.0,0.0
76,CBS,.@llcoolj is making history! He’s the Kennedy Center’s first hip-hop honoree. #KCHonors https://t.co/kCqkOdUjtu,Wed Dec 27 03:03:26 +0000 2017,0.5255,0.22,0.78,0.0
77,CBS,RT @ErinAnnCullen: #KCHonors is always a night of inspiration. Thank you to these artists for your impact on our country. ???????,Wed Dec 27 02:57:56 +0000 2017,0.7096,0.247,0.753,0.0
78,CBS,Give a round of applause to television pioneer and 2017 Honoree @TheNormanLear! #KCHonors https://t.co/20UosF987x,Wed Dec 27 02:48:52 +0000 2017,0.7345,0.36,0.64,0.0
79,CBS,RT @AliL: This tribute to Norman Lear on #KCHonors is outstanding AND a walk down my childhood TV memory lane. ???,Wed Dec 27 02:45:34 +0000 2017,0.6124,0.174,0.826,0.0
80,CBS,RT @llcoolj: Moments I’ll never forget!!! #KCHonors,Wed Dec 27 02:28:07 +0000 2017,0.3699,0.298,0.702,0.0
81,CBS,.@GloriaEstefan approves of those amazing musical performances in her honor! #KCHonors https://t.co/i3EVYEoKRx,Wed Dec 27 02:26:46 +0000 2017,0.8748,0.526,0.474,0.0
82,CBS,RT @thepickypantry: Beautiful tribute to @GloriaEstefan on the Kennedy Center Honors. Love Mi Tierra! Amazing and inspiring what a fighter…,Wed Dec 27 02:20:11 +0000 2017,0.9601,0.566,0.434,0.0
83,CBS,Time to celebrate the 2017 honorees at The 40th Annual Kennedy Center Honors! Tune in now on CBS and CBS All Access… https://t.co/1OULMpCfPy,Wed Dec 27 02:00:29 +0000 2017,0.8908,0.346,0.654,0.0
84,CBS,"Tonight, @LionelRichie, @LLCoolJ, @GloriaEstefan, @TheNormanLear &amp; Carmen de Lavallade will be recognized at The 40… https://t.co/jZJqNo8h3b",Wed Dec 27 01:08:32 +0000 2017,0.0,0.0,1.0,0.0
85,CBS,"Don't miss the breathtaking performances, standing ovations and moving tributes that will leave you inspired. Here'… https://t.co/imILa52fjz",Tue Dec 26 12:00:01 +0000 2017,0.2415,0.218,0.61,0.173
86,CBS,"Experience the performances and the memories when 2017 Honorees @LionelRichie, @GloriaEstefan, Carmen de Lavallade,… https://t.co/ygbqASVL7t",Mon Dec 25 12:00:05 +0000 2017,0.5106,0.191,0.809,0.0
87,CBS,"Due to NFL overrun CBS is delayed 36mins in Charlotte/NC, Cincinnati/OH, Nashville, Atlanta, New Orleans, Baton Rou… https://t.co/20mnbAhpTm",Mon Dec 25 00:48:24 +0000 2017,-0.2263,0.0,0.899,0.101
88,CBS,"Tonight, get together and enjoy Christmas Eve with a two-hour marathon of your favorite classic sitcoms! Watch The… https://t.co/SCv8TJy9Yp",Sun Dec 24 20:40:42 +0000 2017,0.7574,0.289,0.711,0.0
89,CBS,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE! (Not av… https://t.co/6mR4bRR5Ey,Sun Dec 24 14:17:43 +0000 2017,0.7974,0.273,0.727,0.0
90,CBS,"All In The Family star @RobReiner gives props to legendary television writer, producer and 2017 Kennedy Center Hono… https://t.co/98jc5i63zE",Sun Dec 24 12:30:02 +0000 2017,0.0,0.0,1.0,0.0
91,CBS,"Rapper @BustaRhymes pays tribute to @LLCoolJ, performing his hit song ""Mama Said Knock You Out"" at The 40th Annual… https://t.co/CRjQArUqwd",Sat Dec 23 16:21:17 +0000 2017,0.0,0.0,1.0,0.0
92,CBS,"Oh, what fun it is to stream! Start a 1-month FREE trial of #CBSAllAccess now. Use promo code BINGE by 1/2:… https://t.co/rSAnDJDgbI",Sat Dec 23 15:00:02 +0000 2017,0.8236,0.286,0.714,0.0
93,CBS,CBS stars are glowing with holiday spirit! See how the stars are getting festive this season:… https://t.co/7qYTHoxFIc,Sat Dec 23 12:37:04 +0000 2017,0.7712,0.355,0.645,0.0
94,CBS,Spread some holiday cheer and laugh along with Dick Van Dyke and Mary Tyler Moore in two back-to-back episodes of T… https://t.co/N89JoYvXZW,Sat Dec 23 07:24:44 +0000 2017,0.743,0.311,0.583,0.107
95,CBS,Come home for the holidays with Lucy and Ricky in the I Love Lucy Christmas Special! Stream the full show:… https://t.co/s7f9mjEtER,Sat Dec 23 06:39:45 +0000 2017,0.8687,0.365,0.635,0.0
96,CBS,"Tonight at 9/8c, gather the family for two hilarious episodes of this classic sitcom in The Dick Van Dyke Show- Now… https://t.co/YcyECVr2NN",Sat Dec 23 01:38:37 +0000 2017,-0.1531,0.104,0.769,0.127
97,CBS,Get ready to laugh in the holidays tonight with Lucy and the gang in the I Love Lucy Christmas Special at 8/7c! Str… https://t.co/txU2TwXWOg,Sat Dec 23 00:39:52 +0000 2017,0.9422,0.469,0.531,0.0
98,CBS,"Tonight, ring in the holidays with two back-to-back episodes of a timeless comedy classic, now in color! Watch the… https://t.co/skJsgJdQel",Fri Dec 22 19:35:35 +0000 2017,0.6588,0.241,0.759,0.0
99,CBS,"Groundbreaking, daring, fearless. This is CBS All Access Originals. 

Sign up now to watch @StarTrekCBS,… https://t.co/kvPsJafYrN",Fri Dec 22 18:03:20 +0000 2017,0.6597,0.278,0.722,0.0
0,CNN Breaking News,RT @CNNPolitics: Sen. Jeff Flake is expected to deliver a floor speech comparing President Trump's attacks on the news media to the rhetori…,Mon Jan 15 01:13:56 +0000 2018,-0.4404,0.0,0.879,0.121
1,CNN Breaking News,"RT @CNNPolitics: President Trump: ""I am not a racist"" https://t.co/HSRimPxTYH https://t.co/PLdoD93kAQ",Mon Jan 15 01:13:25 +0000 2018,0.4973,0.264,0.736,0.0
2,CNN Breaking News,New Jersey Gov. Chris Christie and Sen. Cory Booker join a bipartisan group pushing back against the Trump administ… https://t.co/bQSPZA5y7W,Sun Jan 14 23:17:57 +0000 2018,0.296,0.109,0.891,0.0
3,CNN Breaking News,NBA Hall of Famer Dennis Rodman was arrested and charged with driving under the influence Saturday night.… https://t.co/PUS7Sw9iIA,Sun Jan 14 20:42:14 +0000 2018,-0.5994,0.0,0.766,0.234
4,CNN Breaking News,At least 20 people have died as a result of mudslides in California. Four are still missing https://t.co/cmfav4Hjxz https://t.co/6ZXrZ33aBb,Sun Jan 14 18:06:51 +0000 2018,-0.7003,0.0,0.734,0.266
5,CNN Breaking News,RT @CNNPolitics: Haitian-American GOP Rep. Mia Love on President Trump’s comments about Haiti and African nations: “I can’t defend the inde…,Sun Jan 14 14:36:34 +0000 2018,0.4588,0.165,0.748,0.087
6,CNN Breaking News,RT @CNNPolitics: Hawaii Rep. Tulsi Gabbard on the false missile warning: “This was unacceptable that this happened but it really highlights…,Sun Jan 14 14:23:07 +0000 2018,-0.4019,0.0,0.837,0.163
7,CNN Breaking News,Israel says it destroyed a mile-long Hamas tunnel that stretched from Gaza into Egypt https://t.co/vVA1tX75tG https://t.co/hXUZH2WQHV,Sun Jan 14 13:44:59 +0000 2018,-0.4939,0.0,0.814,0.186
8,CNN Breaking News,At least two people are dead after a 7.1-magnitude earthquake shakes Peru https://t.co/G5lm0yH1zp https://t.co/h6p2eZLFxR,Sun Jan 14 13:37:13 +0000 2018,-0.6486,0.0,0.736,0.264
9,CNN Breaking News,"The Trump administration, citing a federal court order, resumes receiving renewal applications for individuals elig… https://t.co/2qDgDq3geX",Sun Jan 14 04:59:57 +0000 2018,0.0,0.0,1.0,0.0
10,CNN Breaking News,A series of attacks on Catholic churches have prompted Chilean authorities to review security ahead of Pope Francis… https://t.co/wgU09u8Pwo,Sun Jan 14 03:10:21 +0000 2018,-0.128,0.113,0.751,0.136
11,CNN Breaking News,"RT @CNNPolitics: Rep. Trey Gowdy steps down from the House Ethics Committee, citing ""workload""  https://t.co/eUCg2zufK8 https://t.co/1HEgom…",Sun Jan 14 00:19:12 +0000 2018,0.0,0.0,1.0,0.0
12,CNN Breaking News,Facebook COO Sheryl Sandberg and Twitter CEO Jack Dorsey are leaving Disney's board of directors over potential con… https://t.co/lkLWeXQ70c,Sat Jan 13 23:05:45 +0000 2018,0.0,0.0,1.0,0.0
13,CNN Breaking News,Actor Mark Wahlberg is donating $1.5M to the Time's Up fund in co-star Michelle Williams' name after criticism over… https://t.co/imoAmpjaHw,Sat Jan 13 22:11:39 +0000 2018,-0.4404,0.0,0.868,0.132
14,CNN Breaking News,"Chelsea Manning, the ex-Army intelligence analyst convicted of leaking 750,000 pages of sensitive government docume… https://t.co/DuRCYlOtoc",Sat Jan 13 21:23:35 +0000 2018,0.4767,0.171,0.829,0.0
15,CNN Breaking News,"A false alarm about a missile threatening Hawaii was a mistake made when ""an employee pushed the wrong button,"" Haw… https://t.co/w1K90VkYvD",Sat Jan 13 20:14:21 +0000 2018,-0.8834,0.0,0.553,0.447
16,CNN Breaking News,"The California man accused of initiating a ""swatting"" incident that ended in a Kansas man's death has been charged… https://t.co/xkVJIbgT6Y",Sat Jan 13 19:49:08 +0000 2018,-0.7269,0.0,0.724,0.276
17,CNN Breaking News,"An emergency alert notification sent out on Saturday claiming a ""ballistic missile threat inbound to Hawaii"" was a… https://t.co/9Cgq64zABf",Sat Jan 13 18:50:39 +0000 2018,-0.5859,0.095,0.647,0.259
18,CNN Breaking News,"A cold front swept across the Eastern US, bringing winter storm warnings and bitter cold to millions of people… https://t.co/U2EwYCPT9h",Sat Jan 13 18:19:52 +0000 2018,-0.6124,0.0,0.773,0.227
19,CNN Breaking News,"Legendary sportscaster Keith Jackson, whose rich voice endeared him to generations of college football fans, has di… https://t.co/iqjfkZVQYJ",Sat Jan 13 18:03:01 +0000 2018,0.5574,0.175,0.825,0.0
20,CNN Breaking News,RT @CNNPolitics: Sen. Jeff Flake is expected to deliver a floor speech comparing President Trump's attacks on the news media to the rhetori…,Mon Jan 15 01:13:56 +0000 2018,-0.4404,0.0,0.879,0.121
21,CNN Breaking News,"RT @CNNPolitics: President Trump: ""I am not a racist"" https://t.co/HSRimPxTYH https://t.co/PLdoD93kAQ",Mon Jan 15 01:13:25 +0000 2018,0.4973,0.264,0.736,0.0
22,CNN Breaking News,New Jersey Gov. Chris Christie and Sen. Cory Booker join a bipartisan group pushing back against the Trump administ… https://t.co/bQSPZA5y7W,Sun Jan 14 23:17:57 +0000 2018,0.296,0.109,0.891,0.0
23,CNN Breaking News,NBA Hall of Famer Dennis Rodman was arrested and charged with driving under the influence Saturday night.… https://t.co/PUS7Sw9iIA,Sun Jan 14 20:42:14 +0000 2018,-0.5994,0.0,0.766,0.234
24,CNN Breaking News,At least 20 people have died as a result of mudslides in California. Four are still missing https://t.co/cmfav4Hjxz https://t.co/6ZXrZ33aBb,Sun Jan 14 18:06:51 +0000 2018,-0.7003,0.0,0.734,0.266
25,CNN Breaking News,RT @CNNPolitics: Haitian-American GOP Rep. Mia Love on President Trump’s comments about Haiti and African nations: “I can’t defend the inde…,Sun Jan 14 14:36:34 +0000 2018,0.4588,0.165,0.748,0.087
26,CNN Breaking News,RT @CNNPolitics: Hawaii Rep. Tulsi Gabbard on the false missile warning: “This was unacceptable that this happened but it really highlights…,Sun Jan 14 14:23:07 +0000 2018,-0.4019,0.0,0.837,0.163
27,CNN Breaking News,Israel says it destroyed a mile-long Hamas tunnel that stretched from Gaza into Egypt https://t.co/vVA1tX75tG https://t.co/hXUZH2WQHV,Sun Jan 14 13:44:59 +0000 2018,-0.4939,0.0,0.814,0.186
28,CNN Breaking News,At least two people are dead after a 7.1-magnitude earthquake shakes Peru https://t.co/G5lm0yH1zp https://t.co/h6p2eZLFxR,Sun Jan 14 13:37:13 +0000 2018,-0.6486,0.0,0.736,0.264
29,CNN Breaking News,"The Trump administration, citing a federal court order, resumes receiving renewal applications for individuals elig… https://t.co/2qDgDq3geX",Sun Jan 14 04:59:57 +0000 2018,0.0,0.0,1.0,0.0
30,CNN Breaking News,A series of attacks on Catholic churches have prompted Chilean authorities to review security ahead of Pope Francis… https://t.co/wgU09u8Pwo,Sun Jan 14 03:10:21 +0000 2018,-0.128,0.113,0.751,0.136
31,CNN Breaking News,"RT @CNNPolitics: Rep. Trey Gowdy steps down from the House Ethics Committee, citing ""workload""  https://t.co/eUCg2zufK8 https://t.co/1HEgom…",Sun Jan 14 00:19:12 +0000 2018,0.0,0.0,1.0,0.0
32,CNN Breaking News,Facebook COO Sheryl Sandberg and Twitter CEO Jack Dorsey are leaving Disney's board of directors over potential con… https://t.co/lkLWeXQ70c,Sat Jan 13 23:05:45 +0000 2018,0.0,0.0,1.0,0.0
33,CNN Breaking News,Actor Mark Wahlberg is donating $1.5M to the Time's Up fund in co-star Michelle Williams' name after criticism over… https://t.co/imoAmpjaHw,Sat Jan 13 22:11:39 +0000 2018,-0.4404,0.0,0.868,0.132
34,CNN Breaking News,"Chelsea Manning, the ex-Army intelligence analyst convicted of leaking 750,000 pages of sensitive government docume… https://t.co/DuRCYlOtoc",Sat Jan 13 21:23:35 +0000 2018,0.4767,0.171,0.829,0.0
35,CNN Breaking News,"A false alarm about a missile threatening Hawaii was a mistake made when ""an employee pushed the wrong button,"" Haw… https://t.co/w1K90VkYvD",Sat Jan 13 20:14:21 +0000 2018,-0.8834,0.0,0.553,0.447
36,CNN Breaking News,"The California man accused of initiating a ""swatting"" incident that ended in a Kansas man's death has been charged… https://t.co/xkVJIbgT6Y",Sat Jan 13 19:49:08 +0000 2018,-0.7269,0.0,0.724,0.276
37,CNN Breaking News,"An emergency alert notification sent out on Saturday claiming a ""ballistic missile threat inbound to Hawaii"" was a… https://t.co/9Cgq64zABf",Sat Jan 13 18:50:39 +0000 2018,-0.5859,0.095,0.647,0.259
38,CNN Breaking News,"A cold front swept across the Eastern US, bringing winter storm warnings and bitter cold to millions of people… https://t.co/U2EwYCPT9h",Sat Jan 13 18:19:52 +0000 2018,-0.6124,0.0,0.773,0.227
39,CNN Breaking News,"Legendary sportscaster Keith Jackson, whose rich voice endeared him to generations of college football fans, has di… https://t.co/iqjfkZVQYJ",Sat Jan 13 18:03:01 +0000 2018,0.5574,0.175,0.825,0.0
40,CNN Breaking News,"RT @CNNPolitics: Anti-abortion activist Teresa Manning resigns from Health and Human Services Department post, a spokesman tells CNN https:…",Sat Jan 13 17:32:49 +0000 2018,-0.3182,0.0,0.881,0.119
41,CNN Breaking News,Trump takes to Twitter to blame Democrats for stalled immigration negotiations days after his vulgar remark about A… https://t.co/thbL43JgSu,Sat Jan 13 16:37:03 +0000 2018,-0.4939,0.0,0.802,0.198
42,CNN Breaking News,A federal judge has ordered hundreds of pages of documents unsealed in connection with the investigation of the Las… https://t.co/H4Pr60OSno,Sat Jan 13 05:08:25 +0000 2018,0.0,0.0,1.0,0.0
43,CNN Breaking News,"RT @CNNMoney: Donald Trump in 2013 asked James O'Keefe, the controversial conservative filmmaker, if he could ""get inside"" Columbia Univers…",Sat Jan 13 02:05:14 +0000 2018,-0.2023,0.0,0.913,0.087
44,CNN Breaking News,"President ""in excellent health,"" White House doctor says after Trump's first known medical checkup since taking off… https://t.co/JcdhaXic5I",Sat Jan 13 01:52:20 +0000 2018,0.5719,0.179,0.821,0.0
45,CNN Breaking News,Kentucky becomes the first state to require many of its Medicaid recipients to work. https://t.co/IG9bit3EJZ https://t.co/RD8le0twcB,Sat Jan 13 01:03:26 +0000 2018,0.0,0.0,1.0,0.0
