,Source Account,Tweet Text,Tweet Date,Compound Score,Positive Score,Neutral Score,Negative Score
72,Fox News,20 people killed in California's deadly mudslides https://t.co/ljWdYCcKUA https://t.co/QwfH4x0pA4,Sun Jan 14 21:48:14 +0000 2018,-0.6705,0.0,0.64,0.36
73,Fox News,"Amb. James Jeffrey on North Korea: ""All of the good emergency preparedness training and exercises in the world will… https://t.co/zhjqnjyj5M",Sun Jan 14 21:47:53 +0000 2018,0.0772,0.123,0.766,0.111
74,Fox News,".@MarkSKrikorian: ""The average illegal immigrant costs taxpayers, over his lifetime... $75,000."" https://t.co/vQpKXyj5c0",Sun Jan 14 21:45:02 +0000 2018,-0.5574,0.0,0.753,0.247
75,Fox News,".@RepDeSantis: ""Did the FBI know that [the dossier] was funded by the Democratic Party and @HillaryClinton?"" https://t.co/d9gWefblUq",Sun Jan 14 21:43:27 +0000 2018,0.4019,0.144,0.856,0.0
76,Fox News,"President #Trump: DACA is ""probably dead"" https://t.co/JejH8Wa6XM https://t.co/u6heNrMsTM",Sun Jan 14 21:43:21 +0000 2018,-0.6486,0.0,0.619,0.381
77,Fox News,Israeli army destroys Hamas tunnel on video https://t.co/OTdbX0vB77,Sun Jan 14 21:39:35 +0000 2018,-0.5574,0.0,0.66,0.34
78,Fox News,"Jeff Mason on border security: ""Many [Democrats] will say they're not opposed to having increased security, but the… https://t.co/GfZSR9QQWP",Sun Jan 14 21:33:40 +0000 2018,0.4497,0.236,0.764,0.0
79,Fox News,".@chuckwoolery: ""Trump says he didn't say it, so I'm going to go with Trump. I don't think he said it.""… https://t.co/EY0xswk5kT",Sun Jan 14 21:29:15 +0000 2018,0.0,0.0,1.0,0.0
80,Fox News,"Pre-Trump DACA rules being reinstated, US agency says      https://t.co/BIFt0YDCTC",Sun Jan 14 21:26:52 +0000 2018,0.0,0.0,1.0,0.0
81,Fox News,".@AllysiaFinley: ""[@Oprah's] almost another #Obama, she can rise above the animosity."" https://t.co/m4OUdqZ2fc… https://t.co/za0DXUhay5",Sun Jan 14 21:26:43 +0000 2018,0.0,0.0,1.0,0.0
82,Fox News,".@KimStrassel: ""One of the biggest criticisms of @realDonaldTrump is that he doesn't necessarily have a lot of poli… https://t.co/lS3MbTvoVH",Sun Jan 14 21:18:55 +0000 2018,-0.2263,0.0,0.899,0.101
83,Fox News,".@davidwebbshow: ""Democrats are hypocrites. They voted for stronger border security, they voted for physical barrie… https://t.co/Br9V1UWnCV",Sun Jan 14 21:16:04 +0000 2018,0.6124,0.263,0.737,0.0
84,Fox News,"Father, 30, identified as 20th California mudslides victim https://t.co/Fum6WUglJh",Sun Jan 14 21:13:03 +0000 2018,-0.2732,0.0,0.792,0.208
85,Fox News,".@KimStrassel: [President #Trump] did look as though he was competent, sitting there leading negotiations. The Demo… https://t.co/kYbc2bw9OX",Sun Jan 14 21:06:38 +0000 2018,0.3182,0.126,0.874,0.0
86,Fox News,".@MichaelRCaputo: “There were hundreds, if not just over a thousand people, who were unmasked for what appears to b… https://t.co/cUw0GkMGme",Sun Jan 14 21:06:34 +0000 2018,0.0,0.0,1.0,0.0
87,Fox News,JANUARY 20th: @TeamCavuto is LIVE in Washington for 2 hours - Don't miss #Cavuto Live every Saturday from 10a to 12… https://t.co/k9ABONila3,Sun Jan 14 21:05:06 +0000 2018,0.1139,0.071,0.929,0.0
88,Fox News,".@DanHenninger on calls to invoke the 25th Amendment: ""It's a fantasy. It's ludicrous. It's absurd. It's pointless… https://t.co/s0C4cTgDdf",Sun Jan 14 21:00:13 +0000 2018,-0.3612,0.0,0.865,0.135
89,Fox News,"Bill Murray Plays Bannon as SNL Lampoons Joe, Mika and Michael Wolff  https://t.co/QMeQb7GEs7",Sun Jan 14 20:59:37 +0000 2018,0.25,0.143,0.857,0.0
90,Fox News,"Friend arrested in UPenn student's death made disturbing comments online, acted nervous during arrest, report says https://t.co/nTDgt9ZTex",Sun Jan 14 20:58:10 +0000 2018,-0.891,0.11,0.379,0.51
91,Fox News,".@KimStrassel on Oprah: ""She's not a risk-free candidate."" https://t.co/m4OUdqZ2fc https://t.co/FOaRhkd5bb",Sun Jan 14 20:57:47 +0000 2018,0.0,0.0,1.0,0.0
92,Fox News,".@DanHenninger on @Oprah and the Democrats: ""Democratic Party professionals understand that the new base, which is… https://t.co/yFBC8WQoUA",Sun Jan 14 20:54:31 +0000 2018,0.4019,0.144,0.856,0.0
93,Fox News,".@AllysiaFinley on potential bipartisan immigration deal: ""I think this is a big political winner for [@POTUS]. He… https://t.co/MB4d0ik1cv",Sun Jan 14 20:53:06 +0000 2018,0.5859,0.192,0.808,0.0
94,Fox News,Indiana police officer saves choking toddler at Chick-fil-A; first work as paid cop https://t.co/LYNaxv7OHl,Sun Jan 14 20:51:33 +0000 2018,-0.4588,0.0,0.812,0.188
95,Fox News,Transgender US military recruits enlist amid uncertainty - via @christocarbone https://t.co/RAahfsIEk5,Sun Jan 14 20:49:28 +0000 2018,-0.34,0.0,0.789,0.211
96,Fox News,".@AmbJohnBolton: ""The president has to say that this deal remains a strategic mistake for the United States. It was… https://t.co/fWGttNfmlm",Sun Jan 14 20:41:04 +0000 2018,0.1027,0.126,0.766,0.108
97,Fox News,"On ""Sunday Morning Futures,"" @Nissan Chairman Carlos Ghosn credited President @realDonaldTrump for America's boomin… https://t.co/63cgfPChgC",Sun Jan 14 20:37:21 +0000 2018,0.3612,0.152,0.848,0.0
98,Fox News,".@ChelseaManning confirms Senate bid, says 'Yup, we're running' https://t.co/2MrfpHI31u",Sun Jan 14 20:37:15 +0000 2018,0.0,0.0,1.0,0.0
99,Fox News,.@JustinTrudeau on Abortion: 'Restricting Women's Rights' Not In Line With Society https://t.co/IluBxuncVS https://t.co/9G6Gjpte9o,Sun Jan 14 20:35:04 +0000 2018,-0.3818,0.0,0.822,0.178
0,The New York Times,"""You can't look down to read the speech, you have to take the speech up. Because if you did your neck would break.""… https://t.co/yan4tsOORc",Mon Jan 15 01:22:55 +0000 2018,0.0,0.0,1.0,0.0
1,The New York Times,President Trump accused The Wall Street Journal of purposely misquoting him. The Journal responded by posting an au… https://t.co/HhluE5bIs5,Mon Jan 15 01:04:22 +0000 2018,-0.296,0.0,0.891,0.109
2,The New York Times,Essay: The Poet of Light https://t.co/2vn1TEtBSN,Mon Jan 15 00:47:03 +0000 2018,0.0,0.0,1.0,0.0
3,The New York Times,"""The risk of accidental nuclear war is not hypothetical — accidents have happened in the past, and humans will err… https://t.co/uetTDZsMuI",Mon Jan 15 00:41:27 +0000 2018,-0.6529,0.078,0.633,0.289
4,The New York Times,Military Quietly Prepares for a Last Resort: War With North Korea https://t.co/wS6mIkgOHl,Mon Jan 15 00:24:05 +0000 2018,-0.5994,0.0,0.719,0.281
5,The New York Times,"Missouri’s Combative Governor, Deep in Scandal, Puts on the Charm https://t.co/VFpPcoDS4l",Mon Jan 15 00:20:30 +0000 2018,-0.0516,0.185,0.616,0.199
6,The New York Times,What does the false missile alert in Hawaii tell us about these government-run warning systems? That they need majo… https://t.co/UDeoSKSwC4,Mon Jan 15 00:18:48 +0000 2018,-0.0516,0.097,0.796,0.106
7,The New York Times,A Republican senator who was at the White House immigration meeting said President Trump did not use a vulgarity to… https://t.co/rGfKAmEWbl,Mon Jan 15 00:00:20 +0000 2018,0.0,0.0,1.0,0.0
8,The New York Times,Op-Ed Contributor: How the Other Half Lives in Iran https://t.co/X6m7ZC5XTP,Sun Jan 14 23:35:56 +0000 2018,0.0,0.0,1.0,0.0
9,The New York Times,RT @nytopinion: President Trump's actions break with years of American nuclear policy. They also make it harder to persuade other nations t…,Sun Jan 14 23:30:28 +0000 2018,0.0,0.0,1.0,0.0
10,The New York Times,Darren Criss Plays the Happy-Go-Lucky Killer in the Versace TV Drama https://t.co/PuXylc9q3N,Sun Jan 14 23:09:05 +0000 2018,-0.5106,0.123,0.613,0.264
11,The New York Times,"In some countries, Facebook’s fiddling has magnified fake news https://t.co/Wve2NysTcL",Sun Jan 14 23:00:27 +0000 2018,-0.4767,0.0,0.744,0.256
12,The New York Times,"Video: A plane trying to land in Turkey made a heart-stopping skid off a runway, ending up feet from the Black Sea https://t.co/AAIn0KNDLt",Sun Jan 14 22:33:02 +0000 2018,0.0,0.0,1.0,0.0
13,The New York Times,"Jaguars 45, Steelers 42 | Divisional round: Jaguars Stun Steelers to Reach A.F.C. Championship Game https://t.co/Oib9KNWqS1",Sun Jan 14 22:06:15 +0000 2018,0.4588,0.235,0.765,0.0
14,The New York Times,"In 1968, The Beatles trudged through dense forest to an ashram in India, where they spent weeks writing songs. The… https://t.co/4qS0piKNqA",Sun Jan 14 22:00:23 +0000 2018,0.0,0.0,1.0,0.0
15,The New York Times,"""The risk of accidental nuclear war is not hypothetical — accidents have happened in the past, and humans will err… https://t.co/bdUCvziesG",Sun Jan 14 21:45:50 +0000 2018,-0.6529,0.078,0.633,0.289
16,The New York Times,"""SNL"" took aim at ""Morning Joe,"" with Bill Murray as Stephen Bannon and Fred Armisen as Michael Wolff https://t.co/CEFnI9EeMJ",Sun Jan 14 21:28:39 +0000 2018,0.0,0.0,1.0,0.0
17,The New York Times,"An unspectacular week at the box office led ""Jumanji: Welcome to the Jungle"" back to No. 1 https://t.co/X1g2x0lEiQ",Sun Jan 14 21:10:06 +0000 2018,0.2023,0.149,0.743,0.109
18,The New York Times,"""It’s remarkable how well it has eased my twitchy phone checking."" A small group of people have turned their phone… https://t.co/VFsnM5ajbG",Sun Jan 14 21:00:04 +0000 2018,0.7845,0.317,0.683,0.0
19,The New York Times,"He's being called ""frost boy."" But the image of an 8-year-old with icicles in his hair who trekked miles to school… https://t.co/jNM6ZqNlwb",Sun Jan 14 20:43:04 +0000 2018,0.0,0.0,1.0,0.0
20,The New York Times,"""You can't look down to read the speech, you have to take the speech up. Because if you did your neck would break.""… https://t.co/yan4tsOORc",Mon Jan 15 01:22:55 +0000 2018,0.0,0.0,1.0,0.0
21,The New York Times,President Trump accused The Wall Street Journal of purposely misquoting him. The Journal responded by posting an au… https://t.co/HhluE5bIs5,Mon Jan 15 01:04:22 +0000 2018,-0.296,0.0,0.891,0.109
22,The New York Times,Essay: The Poet of Light https://t.co/2vn1TEtBSN,Mon Jan 15 00:47:03 +0000 2018,0.0,0.0,1.0,0.0
23,The New York Times,"""The risk of accidental nuclear war is not hypothetical — accidents have happened in the past, and humans will err… https://t.co/uetTDZsMuI",Mon Jan 15 00:41:27 +0000 2018,-0.6529,0.078,0.633,0.289
24,The New York Times,Military Quietly Prepares for a Last Resort: War With North Korea https://t.co/wS6mIkgOHl,Mon Jan 15 00:24:05 +0000 2018,-0.5994,0.0,0.719,0.281
25,The New York Times,"Missouri’s Combative Governor, Deep in Scandal, Puts on the Charm https://t.co/VFpPcoDS4l",Mon Jan 15 00:20:30 +0000 2018,-0.0516,0.185,0.616,0.199
26,The New York Times,What does the false missile alert in Hawaii tell us about these government-run warning systems? That they need majo… https://t.co/UDeoSKSwC4,Mon Jan 15 00:18:48 +0000 2018,-0.0516,0.097,0.796,0.106
27,The New York Times,A Republican senator who was at the White House immigration meeting said President Trump did not use a vulgarity to… https://t.co/rGfKAmEWbl,Mon Jan 15 00:00:20 +0000 2018,0.0,0.0,1.0,0.0
28,The New York Times,Op-Ed Contributor: How the Other Half Lives in Iran https://t.co/X6m7ZC5XTP,Sun Jan 14 23:35:56 +0000 2018,0.0,0.0,1.0,0.0
29,The New York Times,RT @nytopinion: President Trump's actions break with years of American nuclear policy. They also make it harder to persuade other nations t…,Sun Jan 14 23:30:28 +0000 2018,0.0,0.0,1.0,0.0
30,The New York Times,Darren Criss Plays the Happy-Go-Lucky Killer in the Versace TV Drama https://t.co/PuXylc9q3N,Sun Jan 14 23:09:05 +0000 2018,-0.5106,0.123,0.613,0.264
31,The New York Times,"In some countries, Facebook’s fiddling has magnified fake news https://t.co/Wve2NysTcL",Sun Jan 14 23:00:27 +0000 2018,-0.4767,0.0,0.744,0.256
32,The New York Times,"Video: A plane trying to land in Turkey made a heart-stopping skid off a runway, ending up feet from the Black Sea https://t.co/AAIn0KNDLt",Sun Jan 14 22:33:02 +0000 2018,0.0,0.0,1.0,0.0
33,The New York Times,"Jaguars 45, Steelers 42 | Divisional round: Jaguars Stun Steelers to Reach A.F.C. Championship Game https://t.co/Oib9KNWqS1",Sun Jan 14 22:06:15 +0000 2018,0.4588,0.235,0.765,0.0
34,The New York Times,"In 1968, The Beatles trudged through dense forest to an ashram in India, where they spent weeks writing songs. The… https://t.co/4qS0piKNqA",Sun Jan 14 22:00:23 +0000 2018,0.0,0.0,1.0,0.0
35,The New York Times,"""The risk of accidental nuclear war is not hypothetical — accidents have happened in the past, and humans will err… https://t.co/bdUCvziesG",Sun Jan 14 21:45:50 +0000 2018,-0.6529,0.078,0.633,0.289
36,The New York Times,"""SNL"" took aim at ""Morning Joe,"" with Bill Murray as Stephen Bannon and Fred Armisen as Michael Wolff https://t.co/CEFnI9EeMJ",Sun Jan 14 21:28:39 +0000 2018,0.0,0.0,1.0,0.0
37,The New York Times,"An unspectacular week at the box office led ""Jumanji: Welcome to the Jungle"" back to No. 1 https://t.co/X1g2x0lEiQ",Sun Jan 14 21:10:06 +0000 2018,0.2023,0.149,0.743,0.109
38,The New York Times,"""It’s remarkable how well it has eased my twitchy phone checking."" A small group of people have turned their phone… https://t.co/VFsnM5ajbG",Sun Jan 14 21:00:04 +0000 2018,0.7845,0.317,0.683,0.0
39,The New York Times,"He's being called ""frost boy."" But the image of an 8-year-old with icicles in his hair who trekked miles to school… https://t.co/jNM6ZqNlwb",Sun Jan 14 20:43:04 +0000 2018,0.0,0.0,1.0,0.0
40,The New York Times,"RT @nytopinion: Immigrants are more likely to be fleeing dysfunctions and prejudices than they are to be bringing them, writes @BretStephen…",Sun Jan 14 20:30:11 +0000 2018,-0.4215,0.0,0.877,0.123
41,The New York Times,"She left France to join Islamic militants in Syria, and now with the collapse of ISIS wants to return. But can she? https://t.co/IRd249fhaT",Sun Jan 14 20:14:09 +0000 2018,-0.25,0.083,0.795,0.121
42,The New York Times,"DACA participants can again apply for renewal of protection, the U.S. immigration agency said https://t.co/jBcr0G8Lfa",Sun Jan 14 20:00:28 +0000 2018,0.0,0.0,1.0,0.0
43,The New York Times,"The death toll in the mudslides that buried parts of Montecito in muck and boulders has risen to 20, officials said https://t.co/hL9kMaAtAT",Sun Jan 14 19:47:04 +0000 2018,-0.5994,0.0,0.843,0.157
44,The New York Times,"""I 100% support the fight for fair pay and I'm donating the $1.5M to the Time's Up Legal Defense Fund in Michelle W… https://t.co/5yYYqjR0I7",Sun Jan 14 19:31:03 +0000 2018,0.4588,0.267,0.6,0.133
45,The New York Times,"""I'm ready for crypto assets to go down 90 percent. I'll feel better then, I think. This has been too insane."" https://t.co/YKDQpv2e7j",Sun Jan 14 19:31:02 +0000 2018,0.7269,0.283,0.717,0.0
46,The New York Times,Your Sunday playlist has arrived https://t.co/aW6xfGiPgg,Sun Jan 14 19:13:03 +0000 2018,0.0,0.0,1.0,0.0
47,The New York Times,"""I love working out so much that I belong to two gyms."" How 50 Cent spends his Sundays: https://t.co/VIJ18SsKIY",Sun Jan 14 19:00:21 +0000 2018,0.6369,0.198,0.802,0.0
48,The New York Times,"Investigators said that the Las Vegas gunman used anonymous communications devices, including a prepaid cellphone,… https://t.co/nafEGnB7fi",Sun Jan 14 18:44:03 +0000 2018,0.0,0.0,1.0,0.0
49,The New York Times,What does the false missile alert in Hawaii tell us about these government-run warning systems? That they need majo… https://t.co/FTEqVxrEm5,Sun Jan 14 18:31:05 +0000 2018,-0.0516,0.097,0.796,0.106
50,The New York Times,"President Trump has been known to refer to Ronna McDaniel as ""my Romney"" https://t.co/zyd9R2chkl",Sun Jan 14 18:20:08 +0000 2018,0.0,0.0,1.0,0.0
51,The New York Times,"Chelsea Manning filed to run for Senate in Maryland, according to federal election filings https://t.co/sPlt4U5MJF",Sun Jan 14 18:10:06 +0000 2018,0.0,0.0,1.0,0.0
52,The New York Times,"David Perdue said Dick Durbin's account of President Trump's language was a ""gross misrepresentation"" https://t.co/8EoPHPzzrz",Sun Jan 14 18:00:06 +0000 2018,-0.8555,0.0,0.539,0.461
53,The New York Times,"A former Steeler's CTE diagnosis led to a $1 billion settlement for retired players, but a technicality has left hi… https://t.co/ezbbd4vUBE",Sun Jan 14 17:45:09 +0000 2018,0.0,0.0,1.0,0.0
54,The New York Times,"""We fully felt like we were about to die. I drove to try to get to my kids even though I knew I probably wouldn't m… https://t.co/lpp0Sehj5O",Sun Jan 14 17:30:24 +0000 2018,-0.2782,0.097,0.767,0.136
55,The New York Times,A group in northwestern Africa that is loyal to ISIS claimed responsibility for the attack in Niger that killed 4 A… https://t.co/ckgxpfDebz,Sun Jan 14 17:15:04 +0000 2018,-0.6705,0.112,0.614,0.274
56,The New York Times,Opinion: Is there life after liberalism? https://t.co/L4DBqnbECw,Sun Jan 14 17:00:24 +0000 2018,0.0,0.0,1.0,0.0
57,The New York Times,"The first time cutting season came around, Nice Leng’ete and her sister ran away and hid in a tree. The second time… https://t.co/eUlj16WnT4",Sun Jan 14 16:46:04 +0000 2018,0.2263,0.113,0.769,0.117
58,The New York Times,"""I'm running,"" Mitt Romney says privately, but as a Trump friend or foe? https://t.co/PMBo6AWzYv",Sun Jan 14 16:40:07 +0000 2018,0.1154,0.225,0.574,0.201
59,The New York Times,President Trump accused The Wall Street Journal of purposely misquoting him. The Journal responded by posting an au… https://t.co/pcKo0BO4Fv,Sun Jan 14 16:31:03 +0000 2018,-0.296,0.0,0.891,0.109
60,The New York Times,"""We swerved all of a sudden. The front of the plane crashed and the back was in the air. Everyone panicked."" https://t.co/XWkKBlsktK",Sun Jan 14 16:15:14 +0000 2018,0.0,0.0,1.0,0.0
61,The New York Times,Afghan officials said that meetings were underway in Turkey between their government and representatives of the Tal… https://t.co/fjfszdHUH1,Sun Jan 14 16:00:19 +0000 2018,0.0,0.0,1.0,0.0
62,The New York Times,"""SNL"" took aim at ""Morning Joe,"" with Bill Murray as Stephen Bannon and Fred Armisen as Michael Wolff https://t.co/B6E1qzAffx",Sun Jan 14 15:45:09 +0000 2018,0.0,0.0,1.0,0.0
63,The New York Times,"""The risk of accidental nuclear war is not hypothetical — accidents have happened in the past, and humans will err… https://t.co/AXGCDpnjeV",Sun Jan 14 15:30:14 +0000 2018,-0.6529,0.078,0.633,0.289
64,The New York Times,Dolphins show self-recognition earlier than children https://t.co/JhRYEGnz87,Sun Jan 14 15:15:07 +0000 2018,0.0,0.0,1.0,0.0
65,The New York Times,"""I 100% support the fight for fair pay and I'm donating the $1.5M to the Time's Up Legal Defense Fund in Michelle W… https://t.co/uHWv6Hkrdt",Sun Jan 14 15:00:18 +0000 2018,0.4588,0.267,0.6,0.133
66,The New York Times,"A new 3-D videomicroscope gives surgeons ""Superman eyes"" and helps them perform and teach delicate brain operations https://t.co/L8mfsQ1cO9",Sun Jan 14 14:46:02 +0000 2018,0.4215,0.202,0.798,0.0
67,The New York Times,"Opinion: ""Hillary Clinton, the first woman who had a real shot at the presidency, has finally set off a national aw… https://t.co/m0rzwUxudL",Sun Jan 14 14:33:01 +0000 2018,0.0,0.0,1.0,0.0
68,The New York Times,"""This system failed miserably and we need to start over,"" Senator Brian Schatz of Hawaii said https://t.co/xob5P1wRjW",Sun Jan 14 14:15:02 +0000 2018,-0.7506,0.0,0.701,0.299
69,The New York Times,"An Iranian oil tanker that collided with another vessel in the East China Sea sank on Sunday, the Chinese Ministry… https://t.co/bJpAUGa73F",Sun Jan 14 14:00:13 +0000 2018,0.0,0.0,1.0,0.0
70,The New York Times,"RT @nytimesworld: In 2016, this is how @Pontifex explained his prolonged absence from his homeland: “The world is bigger than Argentina.” h…",Sun Jan 14 13:49:03 +0000 2018,0.0,0.0,1.0,0.0
71,The New York Times,"""You can't look down to read the speech, you have to take the speech up. Because if you did your neck would break.""… https://t.co/O4GoxcSM7I",Sun Jan 14 13:36:04 +0000 2018,0.0,0.0,1.0,0.0
72,The New York Times,"Opinion: Martin Luther King Jr.’s assassination, on April 4, 1968, played a direct role in Franklin’s creation. And… https://t.co/4clKD7Kg2c",Sun Jan 14 13:15:07 +0000 2018,-0.1027,0.192,0.641,0.167
73,The New York Times,Op-Ed Columnist: Is There Life After Liberalism? https://t.co/hJDH8Ansf8,Sun Jan 14 13:09:09 +0000 2018,0.0,0.0,1.0,0.0
74,The New York Times,He was badly wounded during last summer’s attack on the Republican congressional baseball team. Nearly every hour b… https://t.co/Ksv6E3SmWg,Sun Jan 14 13:00:22 +0000 2018,-0.7351,0.0,0.733,0.267
75,The New York Times,"The first time cutting season came around, Nice Leng’ete and her sister ran away and hid in a tree. The second time… https://t.co/oplchBjO54",Sun Jan 14 12:45:04 +0000 2018,0.2263,0.113,0.769,0.117
76,The New York Times,She even stopped using her full name — Ronna Romney McDaniel — professionally after President Trump joked with her… https://t.co/i6z4geQCau,Sun Jan 14 12:30:06 +0000 2018,0.1027,0.114,0.792,0.094
77,The New York Times,"The Trump administration is set to shrink Bears Ears by 85% next month, potentially opening more than a million acr… https://t.co/DcGoDxSCIi",Sun Jan 14 12:15:03 +0000 2018,0.0,0.0,1.0,0.0
78,The New York Times,"In 2017, extreme weather events caused a total of $306 billion in damage in the U.S. https://t.co/dkn2lk4gE4",Sun Jan 14 12:00:10 +0000 2018,-0.4939,0.0,0.824,0.176
79,The New York Times,For decades the E train in NYC has been one of the lines most used by homeless people to sleep because it stays und… https://t.co/27xDD6sCiU,Sun Jan 14 11:30:16 +0000 2018,0.0,0.0,1.0,0.0
80,The New York Times,"Vows: He Works With Divas, but Didn’t Marry One https://t.co/sDt832Oiqn",Sun Jan 14 11:19:31 +0000 2018,0.0,0.0,1.0,0.0
81,The New York Times,"A Greener, More Healthful Place to Work https://t.co/PgYRp1FOij",Sun Jan 14 11:16:13 +0000 2018,0.0,0.0,1.0,0.0
82,The New York Times,"A gym chain is banning CNN, Fox News and MSNBC from its TVs. They say it's for your health. https://t.co/hVO96GgonB",Sun Jan 14 11:15:07 +0000 2018,0.0,0.0,1.0,0.0
83,The New York Times,"He's being called ""frost boy."" But the image of an 8-year-old with icicles in his hair who trekked miles to school… https://t.co/YlwbptD3DI",Sun Jan 14 10:51:47 +0000 2018,0.0,0.0,1.0,0.0
84,The New York Times,RT @nytimesbooks: 11 new books recommended by critics and editors at The New York Times https://t.co/5iUuUDcio6,Sun Jan 14 10:31:58 +0000 2018,-0.1027,0.1,0.778,0.122
85,The New York Times,"Snow in the Sahara creates a frozen, alien landscape right here on Earth https://t.co/fDbvc4G9Df https://t.co/WEbcGeSST0",Sun Jan 14 10:15:49 +0000 2018,0.2732,0.139,0.861,0.0
86,The New York Times,"RT @nytimesbooks: Feeling wrung out by the news? Give your kids these picture books about love, compassion and peace in tough times. https:…",Sun Jan 14 09:59:01 +0000 2018,0.8934,0.385,0.568,0.047
87,The New York Times,"As Pope Francis Heads to Chile and Peru, Argentina Feels Snubbed, Again https://t.co/HDkLuf7F7w",Sun Jan 14 09:39:48 +0000 2018,-0.4588,0.0,0.8,0.2
88,The New York Times,"Inside the strange, global relay race that delivers a lifesaving isotope to America's hospitals https://t.co/zD6DkjgdQF",Sun Jan 14 09:27:05 +0000 2018,-0.2023,0.0,0.878,0.122
89,The New York Times,"‘Saturday Night Live,’ With Help From Old Friends, Skewers ‘Morning Joe’ https://t.co/MSqdQ0Eg1D",Sun Jan 14 09:07:16 +0000 2018,0.7003,0.367,0.633,0.0
90,The New York Times,Opinion: Catherine Deneuve and the French feminist difference https://t.co/qEAUPODg1S,Sun Jan 14 08:58:03 +0000 2018,0.0,0.0,1.0,0.0
91,The New York Times,“This may actually send a message to the fraternities that they need to do more” https://t.co/QCwQOB9b2o,Sun Jan 14 08:40:58 +0000 2018,0.0,0.0,1.0,0.0
92,The New York Times,52 Places to Go in 2018 https://t.co/zKj7Wjz7dg,Sun Jan 14 08:23:13 +0000 2018,0.0,0.0,1.0,0.0
93,The New York Times,"James Spader: ""I think that men should think hard and listen carefully and perhaps we’ll learn a thing or two"" https://t.co/k6FSzb0wvF",Sun Jan 14 08:05:22 +0000 2018,0.0258,0.072,0.861,0.067
94,The New York Times,"""The person who told me said, ‘Are you sitting down?’ and I said yes, and they said, ‘We have just received a cease… https://t.co/xHEHXZhqWd",Sun Jan 14 07:47:08 +0000 2018,0.4019,0.114,0.886,0.0
95,The New York Times,Will democracy survive President Trump? 2 new books aren’t so sure. https://t.co/d63DDBywNu,Sun Jan 14 07:29:11 +0000 2018,0.4572,0.23,0.77,0.0
96,The New York Times,"At first glance, a $4,000 treadmill seems ridiculous. But it offers lessons for the future of gadgets. https://t.co/txT8eZBiIW",Sun Jan 14 07:11:36 +0000 2018,-0.3612,0.0,0.865,0.135
97,The New York Times,"For 14 years, a Brooklyn bodega owner has quietly been housing homeless men in his store's basement. ""They don't ha… https://t.co/35yc3LzcFV",Sun Jan 14 06:53:13 +0000 2018,0.0,0.0,1.0,0.0
98,The New York Times,A heart risk factor even doctors know little about https://t.co/v9HsQR1Mxn,Sun Jan 14 06:35:29 +0000 2018,-0.2732,0.0,0.792,0.208
99,The New York Times,Many prior Winter Games locations may soon be too warm to ever host the Games again https://t.co/Zo9Iag9Kh0 https://t.co/E8PxfKEFgg,Sun Jan 14 06:17:19 +0000 2018,0.2263,0.101,0.899,0.0
